"kerala, kasaragod, kasaragod",get_home_location
"kerala, kasaragod, hosdurg",get_home_location
"kerala, kasaragod, kanhangad ",get_home_location
"kerala, kannur, kannur",get_home_location
"kerala, kannur, taliparamba ",get_home_location
"kerala, kannur, payyannur",get_home_location
"kerala, kannur, taliparamba",get_home_location
"kerala, kannur, thalassery",get_home_location
"kerala, kannur, mattannur",get_home_location
"kerala, kannur, koothuparamba",get_home_location
"kerala, wayanad, wayanad",get_home_location
"kerala, wayanad, mananthavady",get_home_location
"kerala, wayanad, sulthanbathery",get_home_location
"kerala, wayanad, vythiri",get_home_location
"kerala, wayanad, kalpetta",get_home_location
"kerala, kozhikode, kozhikode",get_home_location
"kerala, kozhikode, vadakara",get_home_location
"kerala, kozhikode, quilandy",get_home_location
"kerala, kozhikode, kozhikode",get_home_location
"kerala, malappuram, malappuram",get_home_location
"kerala, malappuram, ernad",get_home_location
"kerala, malappuram, manjeri",get_home_location
"kerala, malappuram, malappuram",get_home_location
"kerala, malappuram, nilambur",get_home_location
"kerala, malappuram, perinthalmanna",get_home_location
"kerala, malappuram, tirur",get_home_location
"kerala, malappuram, tirurangadi",get_home_location
"kerala, malappuram, ponnani",get_home_location
"kerala, palakkad, palakkad",get_home_location
"kerala, palakkad, ottappalam",get_home_location
"kerala, palakkad, shoranur",get_home_location
"kerala, palakkad, ottappalam",get_home_location
"kerala, palakkad, mannarkad",get_home_location
"kerala, palakkad, palakkad",get_home_location
"kerala, palakkad, chittur",get_home_location
"kerala, palakkad, alathur",get_home_location
"kerala, thrissur, thrissur",get_home_location
"kerala, thrissur, talappilly",get_home_location
"kerala, thrissur, kunnamkulam",get_home_location
"kerala, thrissur, chavakkad",get_home_location
"kerala, thrissur, guruvayoor",get_home_location
"kerala, thrissur, kodungallur",get_home_location
"kerala, thrissur, mukundapuram",get_home_location
"kerala, thrissur, irinjalakuda",get_home_location
"kerala, thrissur, chalakudy",get_home_location
"kerala, ernakulam, ernakulam",get_home_location
"kerala, ernakulam, kunnathunad",get_home_location
"kerala, ernakulam, perumbavoor",get_home_location
"kerala, ernakulam, aluva",get_home_location
"kerala, ernakulam, angamaly",get_home_location
"kerala, ernakulam, paravur",get_home_location
"kerala, ernakulam, kochi",get_home_location
"kerala, ernakulam, kanayannur",get_home_location
"kerala, ernakulam, kalamassery",get_home_location
"kerala, ernakulam, thrippunithura",get_home_location
"kerala, ernakulam, muvattupuzha",get_home_location
"kerala, ernakulam, muvattupuzha",get_home_location
"kerala, ernakulam, kothamangalam",get_home_location
"kerala, idukki , idukki ",get_home_location
"kerala, idukki , devikulam",get_home_location
"kerala, idukki , udumbanchola",get_home_location
"kerala, idukki , thodupuzha",get_home_location
"kerala, idukki , peerumade",get_home_location
"kerala, kottayam, kottayam",get_home_location
"kerala, kottayam, meenachil",get_home_location
"kerala, kottayam, palai",get_home_location
"kerala, kottayam, vaikom",get_home_location
"kerala, kottayam, changanassery",get_home_location
"kerala, kottayam, kanjirappally",get_home_location
"kerala, alappuzha, alappuzha",get_home_location
"kerala, alappuzha, cherthala",get_home_location
"kerala, alappuzha, ambalappuzha",get_home_location
"kerala, alappuzha, alappuzha",get_home_location
"kerala, alappuzha, kuttanad",get_home_location
"kerala, alappuzha, karthikappally",get_home_location
"kerala, alappuzha, kayamkulam",get_home_location
"kerala, alappuzha, chengannur",get_home_location
"kerala, alappuzha, mavelikkara",get_home_location
"kerala, pathanamthitta, pathanamthitta",get_home_location
"kerala, pathanamthitta, thiruvalla",get_home_location
"kerala, pathanamthitta, mallappally",get_home_location
"kerala, pathanamthitta, ranni",get_home_location
"kerala, pathanamthitta, kozhenchery",get_home_location
"kerala, pathanamthitta, pathanamthitta ",get_home_location
"kerala, pathanamthitta, adoor",get_home_location
"kerala, kollam, kollam",get_home_location
"kerala, kollam, karunagappally ",get_home_location
"kerala, kollam, kunnathur",get_home_location
"kerala, kollam, pathanapuram",get_home_location
"kerala, kollam, punalur ",get_home_location
"kerala, kollam, kottarakkara",get_home_location
"kerala, kollam, kollam",get_home_location
"kerala, kollam, paravoor",get_home_location
"kerala, thiruvananthapuram, thiruvananthapuram",get_home_location
"kerala, thiruvananthapuram, chirayinkeezhu",get_home_location
"kerala, thiruvananthapuram, varkala ",get_home_location
"kerala, thiruvananthapuram, attingal ",get_home_location
"kerala, thiruvananthapuram, nedumangad",get_home_location
"kerala, thiruvananthapuram, thiruvananthapuram",get_home_location
"kerala, thiruvananthapuram, neyyattinkara",get_home_location
